subject_id,title,year,rating,votes,directors,genres,durations,countries,reviews
26147706,花与爱丽丝杀人事件 花とアリス殺人事件,2015,8.2,66500,岩井俊二,喜剧 / 动画,100分钟,日本语言:日语上映日期:2015-02-20(日本)片长:100分钟又名:The Case of Hana & Alice / Hana to Alice Satsujin Jiken / The Murder Case of Hana & AliceIMDb:tt4125300,岩井俊二这个骗子。美其名曰动画，大量镜头都是真人镜头描线的。对，几乎所有的舞蹈镜头都是。简直有一种他想拍前传但碍于苍井优和铃木杏不再年轻了所以他搞了个动画片的赶脚。直到最后20分钟才稍微显示出了岩井俊二本来的怪异样子。这种没来由一惊一乍，还真是岩井俊二这个大骗子擅长的啊。 | 画风丑故事更无聊，实在太难熬。 | 我想知道你们为什么相遇 于是就打开了这个被鲜花填满的盒子 这个盒子深不见底 带我回到了10年前穿越到了花与爱丽丝相知的1年后 原来我们都还在这里 只是被蜜蜂蛰了一口 生命的交替 青春无聊真棒！感谢导演用动画留住花与爱丽丝 | 非常豆瓣的审美，粉红少女心的小清新，因为铃木杏和苍井优的年龄太大没辙了，就拍了这么一部描片动画，不知道岩井俊二这算是江郎才尽还是生命中不得不讲的那种的故事，编剧的目标太明确，以致于有点神叨叨，为了和原著无缝对接，在角色的性格上保存一致，这个故事倒有不少温暖动人的地方。★★★ | 原片是我中学时代最爱的电影，十年后再听到熟悉的BGM感觉很想哭，电影真是承载过往又延续时间的好东西。
1308685,烟花 打ち上げ花火、下から見るか、横から見るか,1995,8.3,37764,岩井俊二,剧情 / 儿童,49分钟,"日本语言:日语上映日期:1995-08-12(日本)片长:49分钟又名:升空的焰火，从下面看？还是从侧面看？ / 花火 / Fireworks, Should We See It from the Side or the Bottom? / Uchiage hanabi, shita kara miruka? Yoko kara miruka? / FireworkIMDb:tt0217862","奥菜惠那个纯朴的少女之美啊，忽然觉得能被岩井俊二看上的少女演员都很幸运，能够在电影里为青春留下最美丽的画面和影像。 | 「如果我邀请你，你会来吗？」透出淡淡的少男少女之间懵懂的感情，没有发育成熟，却看得人忧愁。 | hold me like a friend,kiss me like a friend | 【烟花从侧面看是圆还是扁】【妈妈为什么又改嫁了】【为什么我没有赢得游泳比赛】……这些问题，如果成为大人，就不会再思考了。但如果还没长大，就会一直想、一直想，想世界什么时候能给自己一个答案 | 烟花是圆的，还是扁的呢？只有少年才会在意，并去灯塔一探究竟的问题。最后一个小鬼说出了实话：不管是圆的，还是扁的，都好看，因为那是爆炸啊。现在回看青春，就是这样的，那是人生的爆炸。当年的奥菜惠，太太太美了。真希望有人也对我说：下学期再见了，这一切不是真的。"
1308543,爱的捆绑 Undo,1994,7.4,30610,岩井俊二,剧情 / 爱情,47分钟,日本语言:日语上映日期:1994-10-07(日本)片长:47分钟IMDb:tt0111555,"爱过的，被伤过的你们都知道。
这一切的伊始，你们就是在作茧自缚。
你爱得越深，他捆得越紧。
你想着两个人能绑在一起，至死不渝。
他却一个人走开，始乱终弃。
你成了歇斯底里的斯德哥尔摩患者。
他却在寻觅下一个可驯服的猎物。
有幸运化蝶的吗？
有啊
但，真有几对甘愿绑在一起，不离不弃 | 我深深体会到女主角那操蛋的不安 | 装置艺术展.与其说捆绑,更像蜘蛛织网,爱巢瞬变盘丝洞.牙套癖男主懒得找缚师学习,失望的女主最后一次示范完就跑路了.终于知道邻居每天装修都在搞乜嘢!还虐待乌龟…好吧,严肃点:男主的自私(养狗/牙套/工作太忙关爱不够/禁锢家中无法旅行等)使女主患上(得不到)爱的疾病…紧缚VS拥抱,捆绑VS占有,安全VS自由 | 四星；爱太深容易看见伤痕。如果一位导演被贴上了亘古不变的标签，要么他是好到极致要么就是烂得彻底。能把爱情拍到病态，把病态拍到文艺，在文艺中又充斥着不安和恐怖却依旧让人向往爱情的人应该也只有岩井俊二了。 | 以爱的名义留住你，却忽略你"
30271236,最后一封信 ラストレター,2020,7.6,16212,岩井俊二,剧情 / 爱情,120分钟,日本语言:日语上映日期:2020-01-17(日本)片长:120分钟又名:你好之华日本版 / 最后的情书(港/台) / 最后的信 / Last LetterIMDb:tt8809750,与《你好，之华》基本上是互补、共生的关系，各有高下长短。从运镜、布光、情节差异等角度看，本片更理想主义一些。松隆子演得非常出彩，塑造了一个懵懂、稚拙而羞涩的形象，很难想象在《告白》10年之后，松隆子还能作出如此少女心的演绎，恍若重回22年前的《四月物语》。广濑铃和森七菜的表演被张子枫和邓恩熙秒杀。福山雅治和秦昊的扮相神似，无怪乎当年《你好，之华》剧照下有那么多惊呼福山叔附体的豆友~ 部分场景慢镜运用确实有点过头，不过还是那句老话，岩井俊二绝并不只是靠高光、慢镜和钢琴曲而已。航拍空镜稍多，其实可有可无，反而令我如此念及《你好，之华》里尹川由之华引介给之南时灵动的持续环绕镜头。两女儿夏夜放烟花场景犹如是枝裕和乱入。中山美穗与丰川悦司同《情书》一样演了最后走到一起去的情侣，虽然画风大变。（9.0/10） | 【去世的姐姐】【姐姐的初恋】【姐姐的女儿】【同学会】【书信】【尘封的往事】，橘生东八则为6.7分，生于东九则为7.6分。咋剧情这么僵硬还不如中国版啊，海报也随便做的。广濑铃不应该演妹妹吗！还不如邓恩熙。神木隆之介怎么可能长成福山雅治啊！！！长成绫野刚都烧高香了。中山美穗和丰川悦司演这两个角色就很微妙哈哈哈，照这么看国内不应该找胡歌该找廖凡。 | 《你好，之华》的违和感消失了。虽然中国版我也很喜欢，但是我觉得这个故事果然还是太日本了。航拍加配乐就是冲着我的鸡皮疙瘩来的。 | 毫无疑问比你好之华优秀 无论演员还是场景 最重要的是故事舞台搁日本比搁中国自然太多了  但故事依然很平庸啊 | 现在想起来，所有关于写信这件事的浪漫与深情，被日式影像填满了记忆，从最早的《情书》到近两年的京紫，中间还有来自坂元裕二时不时的剧作敲打，等待的焦灼，收信时的喜悦以及回信时的字斟句酌，是如今这个一切过于快捷便利的时代不可再现的情感体验。在《你好，之华》里感觉到的一切违和都消失了，毕竟这是一个比起中国，更适合发生在日本的故事。就像新海诚的主角永远是少年少女，最真实的岩井俊二大概也停留在了90年代与21世纪初的几年，他们不厌其烦地描绘着青春时代的一幕幕风景，我们流连\留恋于年轻这件事，因为那时还以为“未来有无限的梦想和可能，每个人都可以平等而不凡地活出自我。”
25905124,澄沙之味 あん,2015,8.3,59531,河濑直美,剧情,113分钟,日本 / 法国 / 德国语言:日语上映日期:2015-05-30(日本)片长:113分钟又名:甜味人间(港) / 恋恋铜锣烧(台) / 红豆沙之味 / Sweet Bean / Sweet Red Bean PasteIMDb:tt4298958,前半段是制作铜锣烧的匠人精神，后半段则是对麻风病人的人文关怀，两股剧情拧合在一起稍稍有些角力的感觉，最终出来的效果是两方面都不够，结尾倾听大自然的声音也有些矫情。树木希林还是一如既往的细腻动人，永濑正敏那个角色不够丰满，没能构成边缘人群的对照感，小女孩则完全是靠姥姥刷脸，鸡肋。 | “我煮红豆馅的时候，会仔细倾听红豆的低语，想象红豆所经历的晴天雨天，又是怎样风会红豆带到了这里呢”“我相信世界上一切的事物都会说话” “虽然抱着活一天算一天的想法，但有时也会被世上的逼迫所压垮”“请按照自己选择的路走下去吧”。愿能善待患病的人，尊重他们的生活意志，不要视其为异类。 | 河濑直美标识性的月亮、樱花、树林、自然天光中的风声云影，一贯「万物有灵且美」的主题论调，一贯「尘归尘土归土」的死生相望，倘若无结尾直白抒情，几乎以为是枝裕和番外；一家小小的店，一种日常甜品，涵盖三代人的际遇过往，见微知著；树木希林真是太棒了。 | 日式小清新，然而题材略沉重。结尾泪目。想吃红豆派和豆沙包。做自己喜欢的事。结尾处看到男主卖铜锣烧的样子，觉得很幸福。 | 树叶会说话不好么，小鸟会说话不好么，红豆会说话不好么？老太太可爱的样子不好么？到75min的时候结束，我觉得蛮好的。
1401347,萌之朱雀 萌の朱雀,1997,7.9,7615,河濑直美,剧情,95分钟,日本语言:日语上映日期:1997-11-01(日本)片长:95分钟又名:暗恋家族(港) / 萌动的朱雀 / 绿色的朱雀神 / Moe no suzakuIMDb:tt0119687,河濑直美处女作 & 尾野真千子银幕首作，获戛纳金摄影机奖。1.每一个镜头都是生活的味道，细腻，恬淡，隽永，尽管不易进入，但属实是愈品愈有真义的佳作。2.关于童年的玩趣，劳动的辛累，自然的丰实，铁路的兴停，暗恋的情愫，村庄的衰败，难免的离别。3.乡土之息像极了侯孝贤早期作品，多次复现的摩托车前跟运镜亦令我忆及[南国再见，南国]，隧道、吊桥与猝然出走逝去的丈夫则同质于是枝裕和[幻之光]。4.【光】成为影片中最令人动容的自然元素，生活中的神性透现其中：隧道尽头之光，妻子白伞上的叶影光斑（想及莫奈[撑阳伞的女人]），洒入室内的晨光，医院出口之光，放映机之光，透过树林的日光。5.穿插的三段录影涌溢着生命的本相，那些质朴、辛劳而真诚的面庞呵！6.荣介一路跟随舅母（骤雨），牵着表妹的手走过夜市，暗夜上屋顶玩闹。（9.0/10） | 4.5，27岁就摆脱了故事的绑架，创造出自己独特美学观念，摄影机像一名家庭成员，默默触碰着他们情感轻微的律动，奈良呈现轻柔的油彩质感触手可及，从没出现过的山外却逐渐改变山里的诗意和封闭，最后一切的喜怒哀乐被远山眉黛和屋外风铃轻轻扶平，赋予全片奇异的私密感和柔韧的植物性 | 抬眼就看到的绿色，生命一样无常。 | 罗罗嗦嗦能说出点什么呢 | 淡泊到近乎冷冽的画面。虫鸣。静夜。一次短暂而冗长的握手。一个未曾发生的吻。
33427533,晨曦将至 朝が来る,2020,7.1,4669,河濑直美,剧情,139分钟,日本语言:日语上映日期:2020-09-16(多伦多电影节)/2020-10-23(日本)片长:139分钟又名:True MothersIMDb:tt10418630,人人都告诉我，少女是最美好的年华。没有人告诉我，少女这个词语有多么危险。危险到同班的男生，家里的叔叔，社会里的男老板，都时刻想要吞噬我，来满足他们的欲望。这个社会对性的无知且包庇，让少女的人生举步维艰。我成为了母亲，却也没有成为母亲。我把孩子交给了另一位更年长的母亲。属于我人生的最后一点欢愉在将小家伙交出去的时候就结束了，剩下的只是冷酷的父母，残忍的社会。幸好还有几个其它女性，有“姐姐”。她们让我在生活里挤出一丝笑容。她们最后找到了我。不论我在哪里，告诉我，我的初心永远不会被抹掉。阳光闪的很耀眼，就像那天我坐船上去那个绿油油的小岛时一样。岛上有“姐姐”，有对少女纯粹的关怀与爱。 | 画面做的是真漂亮…但是剧情有些脚重头轻，想讲的太多，呈现出来的有限，最后的团圆结局也有些儿戏。一点牢骚，母亲孩子，孩子母亲，如何做个母亲，怎样的母亲才是好母亲，为了孩子辞掉工作，生了孩子毁掉了大半前程，想来想去，女人为什么就不能摆脱母亲这个身份只是做个人呢？ | 河濑直美拍得很稳，聚焦老中青三代母亲的生育与抚养困境，还牵涉到原生家庭问题与领养制度讨论，情感真挚。不过形式上还是有待商榷：双视点时间线+环形叙事结构，以再遇、拜访为不断重现的时空联结点，虽然有意思，但两条线仍然有割裂感，并未气脉相通。逆光空镜尽管有马力克的味道，但放在这个题材和语境中并不适配，因为大部分时候，领养和抚养问题和自然界无关，与神性或超验性也牵系不起来，强行塞入过多逆光空镜头，只会适得其反。（7.0/10） | #3rd HIFF# 主竞赛。前入围2020戛纳片单及圣塞主竞赛。河濑阿姨这次水准回升大概是因为动了真情，这个跟自身经历有关的领养故事有些地方拍得是真痛。视听风格很稳，大量逆光镜头（包括cue了前作[光]的一些地方），部分段落也用上了她擅长的纪录片技巧（宝宝接力棒那里甚至直接上了一段带采访的纪录片）。又有小半个奈良故事。剧作结构有趣，三个大闪回以一种环形叙事的方式拼在一起，也是河濑阿姨作品中首次用到这种时间线技巧。所以虽说也是在探讨“家庭的概念-血缘的力量-生不如养”这类命题，但也并不是如预想的那么是枝裕和化。整体而言还是比较适合大众口味，也回应了“少子化”的社会现实。 | 从「索求」孩子的角度来说，这四位不同形态的「妈妈」无疑都是真正的妈妈。事实上，影片大部分时间都在刻画她们「求而不得」的事实。因此，无论孩子是男是女，是大是小以及身在何处，父母与孩子都是「领养」关系。也正是这一点，河濑直美借着《晨曦将至》的折光不仅重新塑造了「母亲」这一身份，而且真正跟随社会发展的脚步将被扭曲而有毒的父母与子女关系「复原」到了健康状态：亲生并不等于私有；人是目的，因为人都有无能为力的时候。东亚家庭伦理观所带来的另一个问题就是，一个拥有「生之」能力的人似乎同时拥有「养之」能力。对于孩子来说，这个没有从因人而异角度出发的「要求」无疑是一种强行被赋予的权利，即它是对另一种权利的强行剥夺。影片最终是将一个拥有独立人格的孩子，从以保护为名却在行占有之实的「私有制」里小心翼翼地剥离了出来。
1302015,沙罗双树 沙羅双樹,2003,7.6,2745,河濑直美,剧情,99分钟,日本语言:日语上映日期:2003-07-12(日本)片长:99分钟又名:Shara / SharasojyuIMDb:tt0363060,1.多年前一个慵懒的夏日午后，他的哥哥在一场追逐里，消失在他的前方，懵懂的他不明所以然，渐渐封闭了自己；2.沉默寡言的他，看着大家都在加油打劲，而他只是在一旁看着，等到新生命终于诞生，他安静地流下泪水。 | 戛纳宠儿有点over the top，这些电影哪有那么好 | 河濑直美：拍电影就像生活一样艰难，克服这些苦难的力量不是车，也不是钱，而是风、阳光和走在我们前边的人们。 | 河濑直美的日式乡情，亲人羁绊。开头的奔跑长镜头太魔幻了。bd版出的话，值得回看。Bucketlist：去奈良住民宿 | 和阿彼察邦很像从生活从逐渐挖掘出生命的律动，这部很闷的片子在河濑直美以琐碎现实为主添加了亦真亦幻的辅料后开始有了“神性”，两点：一是沙罗节上震撼的舞蹈俨然民俗风情，醉心于雨中的舞动摄人心魄，二是众人用共同的音律帮助生产见证新生命的诞生，俊在哥哥圭神隐后看到新生的弟弟流下了泪水
2361266,爱的曝光 愛のむきだし,2008,8.3,54085,园子温,剧情 / 喜剧 / 动作 / 爱情,237 分钟,日本语言:日语上映日期:2008-11-29(东京FILMeX电影节)/2009-01-31(日本)片长:237 分钟又名:爱之剥脱(港) / Love ExposureIMDb:tt1128075,前半段的畸形家庭和伪善宗教倒是蛮好，而后半段已然失控。要说cult《神秘马戏团》就已经很高，而纯爱部分简直就是狗血，我不明白为什么把cult和纯爱放一起就是神作了，况且还那么冗长 | 4个小時不快進的話實在有些艱難 | 看到后来，其实我都想切腹了，没明白这几个孩子到底瞎折腾什么，但诚如书所言，这是一部“又纯情又变态又狗血的cult文艺青春电影！”海滩，当洋子把优紧紧压在身下，对其狂喊《圣经》（足足有五分钟吧），洒家只觉内心无比凌乱……《莉莉周》之后，最日本的青春片。 | 爱是原罪，爱是勃起，爱是救赎。 | 这个编剧很变态，真想看看他心里都装了什么东西。作品永远充斥着宗教、病态、荒诞、畸形亲情、极致与毁灭的爱。四个小时的电影，剧情难能可贵的饱满紧促，但前两个多小时的内容还是稍显拖沓。真心爱这样疯狂的电影，这才是好电影。
26873077,东京“嘎嘎嘎”记录映像 東京ガガガ,1995,8.2,375,园子温,纪录片 / 短片,34分钟,日本语言:日语片长:34分钟又名:Tokyo Gagaga,年轻时的园子温就是如此的与众不同，敢将自己的思想直接付诸于实践中实属难得 | 青年园子温在路上大吼：路上的人们都没有精神，这个时代都是死气沉沉，也不会产生好的文化/这不是个人的问题，是一个时代的问题，为何生活没有希望？为何感到那么的无聊？刚开始的时候我们也不知道会有什么反响。 | 我很需要一次嘎嘎嘎运动 我们的大街允许广播超大声播放跳楼大甩卖 允许浙江温州皮革厂老板带着他的小姨子逃跑倒闭了 允许老年腰鼓队全城行走为资本家打广告 也就没有理由拒绝我们我们所有不安分份子走上街头举喇叭一起嘎嘎嘎！！！😡😡😡 | 90年代初，崇拜寺山修司的青年艺术家园子温，他痛感社会氛围的沉闷闭塞:“行路的人们都没有精神”“也没有产生好的文化”，于是组织一场持续数月的大型街头行为艺术“东京嘎嘎嘎”。 | 这才是真正的文艺青年，敢于主动发出声音，用自己的行动对这个世界做出一些改变，哪怕只是微不足道，哪怕至今已经无人问津，相信它所造成的影响与意义还是会藏在哪个角落里等着被发掘出来。最后园子温说的那番话特别好，「1990年代初頭、一瞬駆け抜けた『東京ガガガ』の記憶は、もはや過去のものとなりつつある。しかし、君がもしも、再び渋谷ハチ公前交差点で握り拳を内ポケットから取り出す気さえあれば、『東京ガガガ』は、必ず復活する」。
6902735,坏电影 Bad Film,2012,7.9,1874,园子温,剧情 / 喜剧 / 动作,161分钟,日本语言:日语 / 汉语普通话上映日期:2012-09-17片长:161分钟又名:烂片IMDb:tt2083931,好像是看了一场荒木经惟拍的真人版影展，也像是成人版池袋西口公园或者drrr，看上去塞很满的、剪辑乱糟糟的片子，讲的都是love&peace——园子温这种生物 | 看到中途跑掉，因此与N结怨，让他不开心一天一夜，惭愧！还好他可爱，不计较。回头想想这个片是有拍一些深刻的社会想象与人的心理。只是我的能力只能敬而远之，我不能欣赏这种拍摄方法。我无法区分电影和现实，看到暴力，扭曲空虚的心，缺失无知，无爱甚至政治讽刺如此赤裸裸的呈现，我很痛苦。 | 有种各种鬼点子往外冒，一时半会儿忙不过来的感觉。实实在在的“Bad Film” | 《爱的曝光》练手版，最令我敬佩是园子温策划的东京嘎嘎嘎游行，实在很震撼。日本人竟会自发形成这样的文化新浪潮，太厉害了 | 每两周看一次，不看眼睛痒。
6123978,庸才 ヒミズ,2011,7.8,30120,园子温,剧情,129分钟,日本语言:日语上映日期:2011-09-06(威尼斯电影节)/2012-01-14(日本)片长:129分钟又名:不道德的秘密(台) / HimizuIMDb:tt1900893,大地震面前园子温也从善了 | 从觉得染谷将太根本就是液化版杨臣刚到完全接受他的好看（过）并且会停下来仔细截他睫毛长长的侧脸，花了差不多一年时间。菅田将晖，菅田将晖可能需要十年吧。 | 多年过去窪冢洋介还是那么标准的菜。 | 开篇是我的type，为了开篇几乎都要打五星了，中间部分有点“庸才”了。男女主角的气质好像小一号的绫野刚和宫崎葵，表现都超龄的精彩，前途不可限量。 | 几巴掌打出感情来
4830236,冰冷热带鱼 冷たい熱帯魚,2010,7.7,76987,园子温,剧情 / 惊悚 / 犯罪,146分钟,日本语言:日语上映日期:2010-09-07(威尼斯电影节)/2011-01-29(日本)片长:146分钟又名:冷血金鱼佬(港) / Tsumetai nettaigyo / Cold FIshIMDb:tt1632547,“恶和暴力却仍然仅仅揭示了表层的东西” | 我是一个孤独的人 一个失爱的丈夫 一个懦弱的父亲 人生挚爱就是能和家人到天文馆眺望星空 直到有一日 2个僭入者彻底改变了我死水一潭的生活 它由平静变成恐惧 由恐惧变成绝望 我最终举起了利刃 纵然血流成河 家破人亡我也没有遗憾 因为那璀璨夜空中的蓝色的星球啊 我终于能永远睁开双眼只对你微笑 | 完全能猜测男主角这种性格的人　最后能做出什么事情.以及结局. | 不得不承認園子溫在戲劇結構處理上的嚴謹，但通篇都依舊看到一顆奮力賣弄的譁眾取寵之心，我想我應該不會再看他的作品了 | 又见圣像、血泊和割喉。现在我很讨厌如下套路：以日语“人生就是……”开头的句式，所有角色都是神经病，以及男主角从弱鸡变成屌炸天。开头很好，大雨天，热带鱼店，时间，阴冷而且可疑。然后就没有然后了。对了，女主角喊“不要”太有AV即视感了，园子温肯定经常在家玩各种play。
19955790,地狱为何恶劣 地獄でなぜ悪い,2013,7.6,22367,园子温,剧情 / 喜剧,129分钟,日本语言:日语上映日期:2013-09-28片长:129分钟又名:一代电影粉皮(港) / 地狱开麦拉(台) / 地狱有什么不好 / 为什么不去地狱玩？ / Jigoku de naze warui / Why Don't You Play in Hell?IMDb:tt2409302,太JB过瘾了！！！又是磕了药拍的神作！！！TIFF2013日影最佳 | 上来就用《无仁义之战》的片头方式以及配乐。仍然是园子温的暴力血腥加纯情，然后又有点恶搞喜剧的味道。堤真一总是能提供那么优秀的表演。真是分不清二阶堂富美与宫崎葵，唉 | 用疯狂的想法恶搞的态度迷影的精神来诠释什么叫用绳命拍电影，癫狂恶趣味的同时，尽是欢乐，就像一针鸡血。园子温对各种元素的致敬，对电影的爱的宣言就是可以爱到死在电影里，拍一部自己心目中真正伟大的电影，然后死去。★★★★ | 用生命在拍电影的大爽片。个人年度影院体验top10 | 屌丝只有切掉右手才有可能得到女神的青睐吗，很发人深省啊
1757374,纪子的餐桌 紀子の食卓,2005,7.6,10657,园子温,剧情 / 惊悚,159 分钟,日本语言:日语上映日期:2005-07-04(卡罗维发利电影节)/2006-09-23(日本)片长:159 分钟又名:纪子，出租中 / Noriko No Shokutaku / Noriko's Dinner TableIMDb:tt0468820,卧槽又让我开眼界了！人可以虚构过去，可以切断那不是自己选择的家庭关系史，彻底地去主体化，掏空自己，像野猫一样游牧，一旦如此，就会不加选择地接受一切符号性委托。这激进的影像正是“人已死”的后现代身体伦理学！ | 女性，17岁，顽固，愚蠢，叛逆，还是个孩子。圆子温就是个片段式心理学专家。用细节尝试探索很多心理问题。 | 跟爱的曝光一样，导演能把00年代的片子拍出90年代的感觉。她们到东京来寻找幸福，但是却不会找到。想获得新身份的人终将迷失身份——现代人的找寻。妹妹的“无身份”会是出路吗？东京和“资本主义”杀死了传统。——由“网络”得出的发想。 | 很喜欢，越看越喜欢的那种。这部剧的主演应该是这父女三人。结尾很明了，父亲也许会继续找自己的出路，大女儿会做回自己，二女儿准备忘掉自己也忘掉刚刚扮演的那个角色，以一个无角色定位的自由人身份去探索都市，去寻找自由或幸福。二女儿说的那句点晴之笔——我们都只是想避免痛苦。是的，父亲只写田园生活的报道是想不触碰社会的黑暗，大女儿不歇斯底里也是为了避免痛苦，二女儿一直笑着也是如此，沉默不语的妈妈大概也是如此——只要不说，就可以假装痛苦不存在。但其实我们都知道，无论说不说，痛苦都存在，甚至可能会因为无视痛苦而衍生出更多的痛苦和悔恨。整部剧的质感很像我小学初中那时候，就是小灵通和一代手机的那个年代。那个储物柜女孩让我印象挺深刻的，不想漂泊的人只能漂泊。有家的人想要自由。大概人们都只能看到自己没有的。各自痛苦 | 若你莫名诞生在这世界，你知道你是谁吗？人类存在的意义是扮演不同角色，人人都自私地渴望幸福，却给他人带来痛苦，如果我的身份是受害者，我愿意将我的生命献祭给这个世界。到陌生的地方，去面对死亡，这一切的都是为了寻找真正的自己。你连上自己了吗？（ps：好想和园子温做朋友啊……
3074408,热血高校2 クローズZERO II,2009,8.2,108060,三池崇史,动作,133分钟,日本语言:日语 / 英语上映日期:2009-04-11(日本)片长:133分钟又名:乌鸦高校2 / Crows Zero 2 / Crows Zero IIIMDb:tt1232831,"时生+源治 = 白衣校花和大长腿。——————被这条檀木笑了一晚上 | 三池大人翻拍湘南和GTO吧，让山田去演鬼冢！！拜托了！！！ | 做乌鸦多好，比那些蒙着眼睛不知飞向哪的小鸟好太多了...下次会是三浦春马跟大东俊介开打吗？ | 没想到我一把年纪还是很爱看古惑美少年打群架 | 青春热血这题材玩着玩着就容易脑残掉,不过我还是喜欢这种拳拳到肉的戏码,还有山田孝之"
2065021,热血高校 クローズZERO,2007,8.0,154230,三池崇史,动作 / 惊悚,130分钟,日本语言:日语上映日期:2007-10-27(日本)片长:130分钟又名:乌鸦高校 / 漂撇男子汉 / Crows Zero / Crows: Episode 0 / Kurôzu zeroIMDb:tt1016290,热血沸腾！看完后满脑子都是山田孝之那双忧郁的眼睛，好有魔力，真是一双特别的眼睛！！还有时川，芹泽多摩雄和泷谷源治三人的关系很奇怪，感觉好像芹泽多摩雄是时川的新欢，泷谷源治是时川的旧爱…… | 片尾出现字幕：三池祝北京奥运圆满成功！ | 漫畫感很強的電影，熱血并搞笑著，唉，沒人覺得，小芹是天然受嗎？囧，笑容天然呆的嬌小受吖！！ | 年轻的小栗旬也不是很好看，我也就每看三分钟暂停一下防止心跳过速而已。以及，伊真是我见过装起逼来最棒的演员，完全自然不尴尬，born this way，他在雨中撸头发大家一定就在屏幕外撸他，没有例外 | “我跟你，总有一天也会变吧。”“和我一起看过的风景永远不会变……”哎呀呀~咋看都觉得这是一出腐剧呢？加一星不是给耍酷扮帅打群架而是给各种喜感和兄弟义气。这部里喜欢山田孝之多点点儿><
3726986,十三刺客 十三人の刺客,2010,7.7,19742,三池崇史,动作 / 古装,141分钟,日本 / 英国语言:日语上映日期:2010-09-25(日本)片长:141分钟/ 125分钟(国际版)又名:13人刺客：殊死血战(台) / 13刺客 / Thirteen AssassinsIMDb:tt1436045,凡打仗时发呆跑神，与队友深情凝视，嫣然一笑；为仇敌普及天下大势，宣讲人生大义，追忆昔日旧情；告知对方“今日本宫是特意前来杀你的”，放弃有利地势有利武器跳入敌群内近身肉搏…等一系列行为，都是耍流氓，当以花痴论处。貌似敌军也存在严重诈尸现象。别搞好吗？害我笑场了十几次。 | 3.8 我覺得最好的地方就在於殺戮的層次化。剪輯的挺好，沒看過原版無從比較。不過就這此片來說，做的確實還不錯。至少沒淪為日本新近那種“偶像派武士片”和“武士大片”。 | 能足額調集三百藩士護衛蕃主，鬼頭才是真正的人才啊。 | 十三刺客，一次大胆而失败的翻拍。看完后对3D版切腹不再有任何期待。 | 说《十三刺客》像《十月围城》的麻烦看清楚一下人家的立意和手法，高端了不是一个级别。也算三池这两三年来拍过品质感最好的片子了吧。
1295629,杀手阿一 殺し屋1,2001,7.5,45250,三池崇史,剧情 / 喜剧 / 动作 / 惊悚 / 恐怖 / 犯罪,129分钟,日本语言:日语 / 粤语 / 英语上映日期:2001-09-14(多伦多电影节)/2001-12-22(日本)片长:129分钟又名:Ichi The Killer / Koroshiya 1 / Koroshiya ichiIMDb:tt0296042,阿一啊，不喜歡的事就逃避的話，你永遠都不會長大！........嘉倫的英日粵三語聼起來好過癮！ | “除了我，没人可以给你深不见底的快乐”，极品S和M的终极爱情故事，为了你，我不惜制造出一个杀人玩具 | 可以治感冒，暴力是需要想象力和情感的。性爱也如此 | 最后 他的嘴 | ……神作。强忍了两小时的极端暴力血腥，被结尾的展开弄晕，回头重看才发现处处伏笔。这是一个悲情、浪漫、充满牺牲和成全的同性虐恋爱情故事。放弃身份、搭进全组织人员性命+秘密杀人武器，只为满足抖m爱人的心愿的老大/阿叔，以及如高岭之花般痴情追随的垣原。浅野忠信的躯体本身就是一件艺术品。
25777512,要听神明的话 神さまの言うとおり,2014,6.6,52776,三池崇史,惊悚 / 恐怖,117分钟,日本语言:日语上映日期:2014-10-18(罗马电影节)/2014-11-15(日本)片长:117分钟又名:诚如神之所说 / 如神明之言 / Kamisama no iu tôri / As the Gods WillIMDb:tt3354222,演技最好的染谷死太早了 | 三池崇史来拍这部片子还是很合适的，剧情荒唐大乱斗也挺有趣，神木隆之介对着福士苍汰说【我喜欢你 yes】的时候我真的笑出来了啊！神木弟弟演得真有趣，最后舔冰棍的时候也好变态【褒义！完全是褒义！】 | 跟风夸一下染谷将太，戏份几分钟就把握住了，对比福士全程用酱油演技演主角也是差别太大。 | 我喜欢，特别是一些出其不意的幽默和反差笑点，一些名台词。大逃杀类型的片子果然看不厌，虽然通常都只是第一集有意思。阿酱的猫猫配音萌到发芽！我又返回听了一遍还不够！ | 就喜欢神木弟弟这股又变态又中二的劲儿，演技碾压男主不解释，染谷这酱油打得。。影片一来就高潮，不废话不罗嗦，到后期就明显发力不足，略显乏味，结局意料之中，没什么惊喜。
